epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,1.755240274887085,1.4792905847549438,66.29000119354248,55.20000144042969,14.990002568359373,7.33000236816406
2,1.3674892304611206,1.5413330253601074,50.01800177001953,53.330001403808595,6.576002739257817,8.30000261230468
3,1.1671044095230103,1.128357520866394,41.974002399902346,39.55000262451172,4.626002529296869,3.890002758789066
4,1.0364879286575317,1.6352337875366212,37.04000270996094,51.37000151367187,3.54400251464844,6.960002563476564
5,0.9397472515678406,0.9661554580688476,33.28000271728516,33.4800026977539,2.8000026318359374,2.8800022705078163
6,0.8657432443618774,0.9012822038650513,30.770002456054684,32.09000263671875,2.306002573242182,2.110002758789065
7,0.8011615628623963,1.028266251373291,28.168002526855474,34.910002636718744,1.9360027246093807,2.950002172851569
8,0.7584510512542725,0.796168088054657,26.65000249267578,27.900002331542964,1.6280024853515584,1.6900024658203137
9,0.7228240432929993,1.0116912809371947,25.35800252929687,32.58000258789062,1.5420025683593792,3.7600020263671894
10,0.6854608416938782,0.8409186363220215,23.96800260498047,27.690002685546872,1.4600026416015623,1.9600026123046916
11,0.6641986010932922,0.911100333404541,22.97800272216797,29.460002783203123,1.3900026416015692,2.5000032226562467
12,0.6398152604866028,0.9045696418762207,22.29400258544922,29.93000264892578,1.2940025146484402,1.7200025390625058
13,0.6178642045211792,0.7842921912193298,21.396002470703124,26.050002685546872,1.1340023486328192,1.6400025146484438
14,0.6113815494728089,0.9466499221801757,21.20600260253906,30.490002514648438,1.2140024755859429,2.3300028076171913
15,0.5877039989089966,0.772811165523529,20.254002470703128,25.20000270996094,1.0860024902343781,1.5500025878906314
16,0.5795756059837341,0.8066059921264649,20.244002456054687,25.950002600097662,1.0940024121093757,1.520002807617189
17,0.5655156838035583,0.8097458685874939,19.440002460937507,25.530002844238282,1.0460024902343719,2.310002954101563
18,0.5525637035942078,0.746311094379425,19.224002553710932,24.920002246093745,1.0060022509765645,2.020002392578121
19,0.5454438323402405,0.7592348931789398,18.910002524414068,24.990002612304693,0.9040023193359445,1.5800025878906183
20,0.5345408523654938,0.6867476036548614,18.52800265136719,23.46000246582031,0.8920023925781209,1.3900027587890662
21,0.5266936203193665,0.6373300834655762,18.31800254882812,21.770002465820312,0.8260021777343809,1.170002783203131
22,0.522509144039154,0.7691904407501221,18.086002670898438,25.25000270996094,0.8600023583984324,1.4500026855468775
23,0.5156250391578674,0.6565050976753235,17.95400250976563,22.03000241699219,0.8680022314453169,1.060002612304686
24,0.5049051467323303,0.7656260713577271,17.48000256835938,26.060002758789068,0.8000021142578078,1.7200024169921875
25,0.49476649642944337,0.6166948296546936,17.20200232910156,21.260002148437493,0.7480022265625053,1.3200027099609315
26,0.5045021429252624,0.6120005928516388,17.580002641601567,20.37000231933594,0.7740022705078076,1.4900025146484381
27,0.4869380683326721,0.6505187999248505,16.832002529296872,21.440002490234377,0.7180020996093788,1.3100025878906223
28,0.4864181357574463,0.609160234451294,16.800002519531247,20.280002685546876,0.7340020458984355,1.250002734375002
29,0.48591796964645384,0.7253815626144409,16.84200254882812,23.280002612304685,0.7620020605468767,1.3400023681640647
30,0.47789361258506774,0.6262631375312805,16.628002563476556,20.80000258789063,0.6540019775390675,0.9000022705078123
31,0.47447755832672117,0.6444837969779968,16.370002578124996,21.150002514648435,0.6720019970703106,1.1000022949218788
32,0.4785272676181793,0.6785482996940613,16.66600244140625,22.10000275878906,0.7140019921875052,1.2800025146484444
33,0.46836475036621095,0.7304384441375732,16.224002485351562,23.52000222167969,0.6520018896484316,1.6100026123046831
34,0.46073511379241944,0.8356159588813782,15.990002543945309,24.290002221679686,0.6600020019531314,2.660002368164058
35,0.4569222396373749,0.7126834089756012,15.894002382812502,22.88000288085938,0.6800020361328194,1.440002709960936
36,0.4541295431137085,0.8315314510345458,15.748002504882805,26.07000261230469,0.642001899414069,1.650002709960944
37,0.4535050631046295,0.6383351642131806,15.728002426757811,20.980002294921874,0.652002050781249,1.0300023193359351
38,0.450744886713028,0.8467636198043823,15.67800255371094,25.72000295410156,0.6560020214843689,2.2200024902343785
39,0.4478702792072296,0.7547660285949707,15.502002539062502,22.430002587890627,0.6260018115234374,2.040002270507813
40,0.44226259733200074,0.6697287377357483,15.448002553710936,22.460002319335942,0.6260018994140637,1.1400024902343802
41,0.4504840208339691,0.780221748161316,15.720002553710941,23.69000256347657,0.7000020117187518,1.3100026611328133
42,0.4431791663455963,0.6392537821769715,15.402002553710943,20.830002709960937,0.6160019384765576,1.2400024658203108
43,0.43876335059165955,0.665869394493103,15.308002578124999,21.56000241699219,0.5960018994140626,1.1700024902343813
44,0.4357425692272186,0.6082217730522156,15.16200258300782,19.860002685546874,0.6140019140624986,1.3500026367187559
45,0.43822724734306334,0.6447009527206421,15.168002543945306,20.900002441406244,0.5500017675781237,1.270002197265626
46,0.43708984167098996,0.755047613286972,14.94800246582031,24.61000266113281,0.554001708984373,1.7000025146484319
47,0.4343462720489502,0.567418134355545,15.244002568359377,18.830002465820314,0.5640017919921831,1.1900022216796913
48,0.42809038578987124,0.5791132188796997,14.866002421874995,19.280002612304685,0.6080019433593691,0.8800022460937527
49,0.42476566623687745,0.7145293524742127,14.574002353515624,22.320002807617186,0.5820018750000031,1.2400031982421922
50,0.42687483788490294,0.5418028395175933,14.616002553710942,17.960002270507815,0.5660018261718704,0.7800018310546903
51,0.4248000801277161,0.5883533744335174,14.886002421875006,19.63000222167969,0.5700017919921834,0.8600022949218697
52,0.4222068714237213,0.6019411936283111,14.794002675781243,20.58000266113281,0.5420018261718695,0.9900022705078158
53,0.4227432451915741,0.6294870704174041,14.52800257324219,20.28000249023438,0.5680019091796851,0.8900022216796941
54,0.4231573329257965,0.6099411602020264,14.628002563476556,19.20000246582032,0.6020018701171921,0.9100026123046945
55,0.4227805082511902,0.5926887675762177,14.620002666015623,19.110002832031256,0.5600018994140612,1.0300025390624938
56,0.42070909287452696,0.6688992665290833,14.644002558593755,21.19000295410156,0.5840017724609368,1.3400029052734368
57,0.4159848194503784,0.542700825881958,14.42800251464844,18.370002636718752,0.6120018847656183,0.9100023925781215
58,0.4113940406894684,0.8844363170623779,14.23800251953125,27.740002441406247,0.5240017871093698,2.3600027343750014
59,0.4116140098667145,0.6263678625106811,14.300002504882812,20.310002539062495,0.4840016943359444,1.1000024414062466
60,0.41132788179397584,0.6579493671417236,14.278002558593755,20.570002294921878,0.5280018750000011,1.25000258789062
61,0.4102584502315521,0.8107477723121643,14.310002573242187,24.1300021850586,0.4840017041015585,1.600002832031251
